Protein	Description_From_FASTA	T11	T12	T13	T14	T21	T22	T23	T24	T31	T32	T33	T34	T41	T42	T43	T44	T51	T52	T53	T54
tr|A0A096YNY5|A0A096YNY5_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_3072 PE=4 SV=1	0.474975237	0.665883513	0.5794122	0.180266659	0.912820253	1.045832379	0.814584973	0.525709802	0.76573215	0.898280552	1.002669553	0.589690303	0.652030654	0.819120686	1.138713321	0.744420563	0.858035829	0.807946687	0.889342693	0.83440419
tr|A0A096YNY6|A0A096YNY6_BURTA	Substrate binding domain of ABC-type glycine betaine transport system family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_3397 PE=4 SV=1	0.997950944	0.779490082	0.664789529	0.257449903	1.065704914	0.947226968	1.143441147	0.863095629	1.90869253	2.083304466	0.911968436	1.586753286	1.832594958	2.547426466	2.722372898	1.845855298	3.099252705	2.115068749	2.584983522	3.449769363
tr|A0A096YNZ1|A0A096YNZ1_BURTA	"6,7-dimethyl-8-ribityllumazine synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ribH PE=3 SV=1"	1.612936355	0.738557749	1.479547148	0.687225692	0.663137816	0.935628002	0.972031341	0.685954828	1.233718959	1.582818254	1.451495473	1.038118954	1.532432271	1.202505255	1.051145806	1.309768359	1.237938939	1.566009798	1.467742379	1.365796763
tr|A0A096YNZ2|A0A096YNZ2_BURTA	DNA ligase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ligA PE=3 SV=1	1.623054492	1.140996878	1.974106238	1.114363511	1.024785097	1.73956206	2.03193083	0.994951122	1.175834163	1.442819582	1.653769588	1.177766158	1.275424418	0.859195292	0.761627604	1.131209314	0.653571066	1.26435147	1.186787558	0.734477743
tr|A0A096YP20|A0A096YP20_BURTA	"Lactonase, 7-bladed beta-propeller family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_2755 PE=4 SV=1"	0.832666408	0.915441017	0.794326121	1.121392993	0.82198356	1.042851391	1.242725751	0.759378011	1.358415781	2.132898044	1.579849071	2.346771912	2.536657796	1.605641181	1.725944239	2.445193893	1.886859944	2.849233945	3.070874053	2.269930576
tr|A0A096YP27|A0A096YP27_BURTA	Modulator of DNA gyrase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_660 PE=4 SV=1	0.843341122	1.031326348	0.7090853	0.744574697	0.840487781	0.771142164	0.703408203	0.922596635	0.895171529	0.700444946	0.856547393	0.688167682	0.782287222	0.971411418	0.918461077	0.846215495	0.951760127	0.84316489	0.801463735	1.045102968
tr|A0A096YP28|A0A096YP28_BURTA	Mechanosensitive ion channel family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1022 PE=4 SV=1	0.15159902	1.03162894	0.311720472	1.010946119	1.112614294	0.384220639	0.35032602	0.998825451	1.326978172	0.502097778	1.864709366	0.643352629	0.464635725	1.43720768	1.347872864	0.633617288	1.401169876	0.433148341	0.724167058	1.523123129
tr|A0A096YP30|A0A096YP30_BURTA	50S ribosomal protein L31 type B OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rpmE PE=3 SV=1	1.372548757	1.712187361	1.573232596	1.681778808	1.207982382	1.301660811	1.161129775	1.273319532	0.724813421	0.743307958	0.963497024	0.758438211	0.497516477	0.700279544	0.457303093	0.519729232	0.329722044	0.468587051	0.415229452	0.669892286
tr|A0A096YP31|A0A096YP31_BURTA	Allophanate hydrolase subunit 1 family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_2012 PE=4 SV=1	1.242000655	1.280917492	0.992539792	1.01230347	1.889166441	1.303988832	1.804152373	1.890411866	2.829974228	1.504126191	1.909695672	1.404989243	1.529227903	2.015041135	1.828031028	1.384754133	1.785539776	1.454998453	1.439941951	1.892629452
tr|A0A096YP49|A0A096YP49_BURTA	Shikimate kinase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1032 PE=4 SV=1	0.678175971	0.698707926	0.686887656	0.149014295	0.707923174	0.851581508	0.758223339	0.563058484	0.778143065	0.797384119	0.941627824	0.784451538	0.793113981	1.02618846	1.024309239	0.89267405	0.947982826	1.096638618	1.47417524	0.943065013
tr|A0A096YP53|A0A096YP53_BURTA	"Phospholipase C, phosphocholine-specific OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_2097 PE=4 SV=1"	0.194241513	1.945150436	0.117607995	0	0	0.272728763	0.103696688	0	1.17811605	0.296281884	2.655363513	0.503762294	0.369121166	0.326379874	2.15298775	0.106091783	2.007197987	0.4173185	0.317887768	2.545578443
tr|A0A096YP55|A0A096YP55_BURTA	Peptidyl-prolyl cis-trans isomerase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_385 PE=3 SV=1	0.647423307	0.619824566	0.646374035	0.524170275	0.666621389	0.5945299	0.686424927	0.596364007	0.931191743	0.908135627	1.003985945	1.073391926	1.124105418	1.010881378	1.079435587	1.041155089	1.144863282	1.139709031	1.102955036	0.978398251
tr|A0A096YP64|A0A096YP64_BURTA	"Taurine catabolism dioxygenase TauD, TfdA family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_3349 PE=4 SV=1"	0.82387471	0.44913203	0.69388342	0.502419862	0.515162812	0.838376712	0.746835601	0.408845986	1.009098143	1.233691483	1.376386945	0.998615434	1.608685998	1.255825618	1.372884319	1.508519217	1.375102167	1.638593893	1.648313813	1.560138227
tr|A0A096YP69|A0A096YP69_BURTA	AMP-binding enzyme family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_3399 PE=4 SV=1	1.574325684	0.445375309	1.099466464	0	0.402887443	1.640078086	1.68527791	0.499914652	1.349911518	2.716107088	1.7769298	1.905788936	0.963293534	1.782597467	1.841631999	0.764279455	1.543795295	1.397353125	1.372463133	1.65552379
tr|A0A096YP84|A0A096YP84_BURTA	Methylglyoxal synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=mgsA PE=3 SV=1	0.641365815	0.971080178	0.769881033	1.829073909	1.223021019	0.941663873	0.994832996	1.406184579	0.819720575	0.727550246	1.02797429	0.691724298	1.008216644	1.225155756	1.354323742	0.901607301	1.32644563	1.064962552	1.25571833	1.626637998
tr|A0A096YP88|A0A096YP88_BURTA	UPF0176 protein DR63_2764 OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_2764 PE=3 SV=1	1.506384048	0.890552682	1.801545867	0.801133523	0.814598194	1.317499264	1.215964309	0.739815072	0.507480143	0.720582543	1.130459158	0.664587957	0.202283958	0.206095231	0.284707839	0.150099685	0.190644512	0.280180722	0.173404642	0.222642433
tr|A0A096YP89|A0A096YP89_BURTA	Pyridoxine/pyridoxamine 5'-phosphate oxidase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=pdxH PE=3 SV=1	0.423284321	0.345916687	0.68690155	0.33796166	0.966540933	0.769677932	0.751030841	0.921355673	1.555182506	0.804011929	1.538837693	1.017568313	0.635365751	0.873958678	0.940649441	0.639057043	0.704285996	0.544671979	0.588679571	0.857803212
tr|A0A096YP97|A0A096YP97_BURTA	Chaperone protein DnaJ OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=dnaJ PE=3 SV=1	0.818625189	0.769509371	0.991545788	0.539328809	0.953670328	1.255307518	1.096748506	1.244633458	0.68779059	0.723975809	0.810955587	0.713741196	0.755920611	0.694101683	0.646947643	0.752418514	0.603918391	0.682703106	0.658824026	0.568450438
tr|A0A096YPA6|A0A096YPA6_BURTA	"HAD hydrolase, IA, variant 1 family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_626 PE=4 SV=1"	1.538814278	1.17819893	1.496457666	1.017781628	0.98042156	1.60146558	1.62889353	1.012375423	1.05008452	1.537494031	1.138911713	1.293065305	1.24357595	0.924232459	1.032836797	1.439819188	0.836478969	1.365428328	1.485907822	0.971309291
tr|A0A096YPB4|A0A096YPB4_BURTA	Arginine--tRNA ligase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=argS PE=3 SV=1	1.384852594	1.574017488	1.479928104	1.399658537	1.29365619	1.179032326	1.12000668	1.285177141	1.02170393	0.996720732	0.925467306	0.789047678	0.77884402	0.866038568	0.824535032	0.777476367	0.823297579	0.776542397	0.863598452	0.928735468
tr|A0A096YPC1|A0A096YPC1_BURTA	4-hydroxy-tetrahydrodipicolinate reductase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=dapB PE=3 SV=1	1.650368701	1.080081078	1.338382829	1.074238036	1.129021203	1.541939636	1.590852764	1.287169303	0.930958119	1.218705636	0.915285436	1.182377795	0.866468984	0.834175543	0.836395668	0.896590462	0.759200449	0.869450988	0.981203629	0.714085164
tr|A0A096YPC6|A0A096YPC6_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1638 PE=4 SV=1	0.432260678	0.112551566	0.335334748	0	1.153409873	0.979487527	1.518575744	0.829251778	1.978962289	2.677403846	1.606616642	2.339917995	3.178474824	2.981125895	3.504684958	2.91407841	3.967963212	3.488303661	3.442633353	3.720739442
tr|A0A096YPE2|A0A096YPE2_BURTA	Receptor ligand binding region family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_568 PE=4 SV=1	0.208003187	0.113411225	0.135028154	0.062068899	0.244122791	0.215645039	0.338857168	0.161996745	1.555778087	1.30467585	1.22988017	1.137680407	1.484079007	1.908534234	1.846502203	1.415069202	4.890548457	3.083183763	3.23267677	3.641920432
tr|A0A096YPE6|A0A096YPE6_BURTA	Phosphatidylserine decarboxylase proenzyme OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=psd PE=3 SV=1	0.621274349	0.905780821	0.88930867	0.715670318	0.867684139	1.433814831	1.180905875	1.322542965	1.564162697	1.395430899	1.054364736	1.398063081	1.482645865	1.570708466	1.769743987	1.599116691	1.461492618	1.577488651	1.534175503	1.865366183
tr|A0A096YPE8|A0A096YPE8_BURTA	Dihydrodipicolinate synthetase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1265 PE=3 SV=1	0.13913182	0.350837354	0.118753344	0.091612547	0.294065397	0.195022932	0.260165119	0.097920821	3.625776889	2.770608448	2.296703482	2.461838816	2.024207367	2.280673374	2.6334082	1.799979746	2.989926332	2.455225647	2.075755812	3.037175415
tr|A0A096YPG6|A0A096YPG6_BURTA	Acetoacetyl-CoA reductase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=phbB-1 PE=3 SV=1	0.305263535	0.385442523	0.288485473	0.348454961	0.739352237	0.545230349	0.671512824	0.714545571	1.217200234	1.03312461	1.0727376	1.083119925	1.347770994	1.471485906	1.389506764	1.414179944	1.50890564	1.467784857	1.606128431	1.551783232
tr|A0A096YPH0|A0A096YPH0_BURTA	Serine hydroxymethyltransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=glyA PE=3 SV=1	1.544094006	1.243327123	1.254642515	0.998490458	1.199140803	1.469298771	1.316694216	1.264578157	0.981718845	1.257644298	0.827123359	1.333797188	0.981285397	0.830050263	0.784923666	1.007588895	0.782495028	1.02329951	0.980301023	0.750814165
tr|A0A096YPI2|A0A096YPI2_BURTA	Bifunctional protein RfaE OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rfaE PE=4 SV=1	1.196542882	1.829717514	1.009834011	1.65021298	1.234932379	0.875069456	0.681784327	1.222832225	1.11689192	0.406353487	0.836545035	0.500134701	0.716825794	1.057641554	1.287165871	0.761324408	0.9312541	0.687307391	0.692771289	1.429907351
tr|A0A096YPI5|A0A096YPI5_BURTA	Phenylalanine--tRNA ligase beta subunit OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=pheT PE=3 SV=1	1.839481897	1.691951044	1.784184556	1.686488699	1.32396772	1.397246215	1.311595665	1.3471093	0.855770886	0.991001775	0.630290979	0.803898225	0.689792732	0.676665863	0.693278583	0.664777454	0.624653637	0.661902131	0.625953868	0.635695333
tr|A0A096YPJ4|A0A096YPJ4_BURTA	DNA gyrase subunit B OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=gyrB PE=3 SV=1	1.361910159	1.461767775	1.354954526	1.401689937	1.311195708	1.129216675	1.048005349	1.316609845	0.988235725	0.672764068	0.890601145	0.66782981	0.800843522	0.779781139	0.791834078	0.808493945	0.737354389	0.791772772	0.778327604	0.757265386
tr|A0A096YPK2|A0A096YPK2_BURTA	DNA-directed RNA polymerase subunit omega OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rpoZ PE=3 SV=1	2.691069707	0.908474351	2.099852884	0.69743891	0.538835748	0.913109982	1.094238914	0.731028924	0.742380104	1.018588782	0.93657031	1.075675338	1.093978279	0.876997845	0.817229839	0.994124044	0.939343696	1.068407831	1.094810807	0.753507829
tr|A0A096YPK4|A0A096YPK4_BURTA	"2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase bifunctional periplasmic protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=cpdB PE=3 SV=1"	1.281886009	0.70229929	1.877600952	0.675481119	0.740922947	1.75759586	1.041294224	0.688946446	1.102089668	1.871720892	1.37274262	1.99965401	1.916823387	0.981603477	1.037007587	1.867579672	0.934079472	0.728017791	0.5128954	0.849783675
tr|A0A096YPL7|A0A096YPL7_BURTA	Sigma 54 modulation / S30EA ribosomal family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_204 PE=4 SV=1	0.104355943	0.115105176	0.289028201	0.100380778	1.885749339	2.378036796	1.672293771	1.880392289	1.197618412	0.709259042	1.172699273	1.261225598	0.475274044	0.395179211	0.452888656	0.492835632	0.19843209	0.198087449	0.281713283	0.282365657
tr|A0A096YPM3|A0A096YPM3_BURTA	30S ribosomal protein S9 OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rpsI PE=3 SV=1	1.852584086	1.613919327	2.020472087	1.420869935	1.208190323	1.142439105	1.038935316	1.253381085	0.674266308	0.527572164	0.346204911	0.455607334	0.482773667	0.513632074	0.431215717	0.443500965	0.395417474	0.359294962	0.363884254	0.464182902
tr|A0A096YPN7|A0A096YPN7_BURTA	Polyprenyl synthetase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1199 PE=3 SV=1	1.930845114	1.478888427	1.750283644	1.426404144	0.771793915	0.858906185	1.391177218	1.002513792	1.172693027	1.252080935	0.95883322	1.41294713	0.486205895	0.779604429	0.964107105	1.540719828	0.871154004	0.867068722	1.096474376	0.402503836
tr|A0A096YPP0|A0A096YPP0_BURTA	Uroporphyrinogen decarboxylase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hemE PE=3 SV=1	1.040430899	1.044071137	1.06260372	0.627393741	1.143732684	1.422250325	1.304458818	1.221696455	0.879069021	1.05644095	0.659415471	0.783068335	0.761114247	0.673129877	0.617824723	0.581435378	0.513820012	0.75262793	0.786219785	0.642254957
tr|A0A096YPQ3|A0A096YPQ3_BURTA	Histidine--tRNA ligase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hisS PE=3 SV=1	1.073215114	3.075938543	1.027022435	2.542445104	0.904952277	1.593081839	1.491028678	0.579654007	0.791272745	1.017504136	1.389419595	1.023864348	0.607413626	0.801004018	0.694622678	0.620218551	0.589169115	0.667034928	0.732829398	0.737667845
tr|A0A096YPR8|A0A096YPR8_BURTA	Chorismate synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=aroC PE=3 SV=1	1.056668776	0.886058738	0.986648488	0.753010738	0.688637973	0.817478525	0.893985678	0.674888269	0.814504645	1.17628753	0.945468845	1.049104518	1.183044929	0.926043871	1.062686349	1.08910735	1.067151905	1.304723014	1.288737257	1.057352604
tr|A0A096YPT2|A0A096YPT2_BURTA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=lpxA PE=3 SV=1	1.615638204	1.198175797	1.462698755	1.214312321	1.26637222	1.235296199	1.169847767	1.29622693	0.969385472	1.033124172	0.939011355	1.322806951	1.076538173	0.885818683	0.875481471	1.026879601	0.970669686	1.234097755	1.194287765	1.256033658
tr|A0A096YPT5|A0A096YPT5_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1954 PE=4 SV=1	0.836048012	0.90909468	1.094336389	1.375080484	1.130374084	0.987742188	1.16098159	0.943957396	0.945926232	0.716919636	1.282880942	0.716564343	1.331527086	1.2236376	1.228973251	1.164378031	1.336367593	1.542869023	1.424034889	1.557473434
tr|A0A096YPU4|A0A096YPU4_BURTA	Acetyltransferase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1404 PE=4 SV=1	0.263114568	0.143010451	0.082405126	0.048876792	0.533006947	0.696856686	1.068863373	0.599179613	1.152764732	1.495860692	0.916500788	1.545887795	1.87160295	2.553384836	2.638223641	1.754323407	2.551764833	2.183947978	2.598181601	2.363763476
tr|A0A096YPU6|A0A096YPU6_BURTA	Radical SAM superfamily protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_562 PE=4 SV=1	1.107483714	1.237390296	1.198236408	1.753588262	1.841965191	1.389037447	1.198106904	2.042901082	0.936669864	1.169233942	0.658323573	1.15259164	0.315438527	0.172875751	0.195253136	0.350448014	0.06258433	0.28864548	0.487374638	0.162406753
tr|A0A096YPV1|A0A096YPV1_BURTA	Thiamine-monophosphate kinase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=thiL PE=3 SV=1	1.899825954	0.671347662	0.420159911	0.805822116	0.573341013	1.463296392	0.387357942	0.572538849	0.882575045	1.60974778	0.886485526	1.789073898	1.32603599	1.007302503	1.139906137	2.068532332	1.099731416	1.346547062	1.691442516	1.121157362
tr|A0A096YPW6|A0A096YPW6_BURTA	Glycine dehydrogenase (decarboxylating) OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=gcvP PE=3 SV=1	0.728351939	0.690071248	0.772417959	0.57642963	0.943638983	1.036801703	1.170521307	0.910729377	1.160931901	1.270872648	0.925550558	1.226626839	1.044752127	0.933902181	0.930755345	1.043916865	0.793602124	0.871395753	0.900998768	0.754367688
tr|A0A096YPW8|A0A096YPW8_BURTA	Putative fkbH domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1292 PE=4 SV=1	0.112363291	0.253204699	0.08627116	0.207037715	0.497328411	0.455660406	0.552008514	0.448484689	1.637018337	2.063319299	1.147808814	1.481401916	0.924167497	0.60029902	0.617588736	0.82579305	0.319756799	0.401576674	0.349685039	0.293333725
tr|A0A096YPX4|A0A096YPX4_BURTA	NAD binding domain of 6-phosphogluconate dehydrogenase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_248 PE=4 SV=1	0.883824335	0.984987764	0.617855246	0.805829911	1.468135101	0.731965513	0.967299307	1.170245075	1.328005828	0.726969516	0.330655759	0.702905134	1.026728539	2.323385631	2.168386755	1.084401739	1.835209777	1.339868459	1.462459939	2.388974128
tr|A0A096YPY6|A0A096YPY6_BURTA	Nucleoid-associated protein DR63_112 OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_112 PE=3 SV=1	1.319368738	1.223416123	1.645271864	0.601891395	1.273339232	1.329860784	1.184666626	1.008925849	0.838275421	0.766167267	0.666858605	0.627020041	1.071690353	1.067429796	1.038900066	1.112904745	1.007830346	1.063467972	1.123068724	1.042748761
tr|A0A096YPY7|A0A096YPY7_BURTA	Catalase-peroxidase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=katG PE=3 SV=1	0.409966603	0.364086722	0.298614899	0.136176646	0.585261169	0.467651567	0.574333354	0.449581743	1.707774426	1.872888884	1.306567798	1.782658128	1.883036933	1.616210163	1.881042907	1.944964897	2.093958906	2.14613227	2.195867907	2.102644496
tr|A0A096YQ20|A0A096YQ20_BURTA	30S ribosomal protein S16 OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rpsP PE=3 SV=1	1.020085853	1.402964897	1.186429409	1.082471177	0.896391368	1.05817073	0.774191381	1.117037257	0.503754059	0.667517593	0.592098579	0.332979605	0.692897328	0.431323733	0.408282006	0.575721549	0.326294695	0.578215109	0.506682307	0.401213595
tr|A0A096YQ49|A0A096YQ49_BURTA	Glycosyl transferase 2 family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_854 PE=4 SV=1	0.900341346	1.298224135	0.811341909	1.239556447	1.241535428	1.146392131	0.925092142	1.263798281	1.295636279	1.053331887	1.351943004	0.88271869	0.748737476	1.169147409	1.066410682	0.845929549	1.006476371	0.685687614	0.837559146	1.019554907
tr|A0A096YQ53|A0A096YQ53_BURTA	Methionyl-tRNA formyltransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=fmt PE=3 SV=1	0.759834718	1.006690959	0.85720035	1.350598991	1.011897956	0.7519457	0.99084965	0.984661741	0.711282848	0.426382973	0.894790093	0.433226508	0.913206285	0.774244434	0.697755307	0.749973271	0.791274908	0.614123997	0.906816429	0.645037793
tr|A0A096YQ56|A0A096YQ56_BURTA	ABC transporter family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_778 PE=3 SV=1	0.393077752	0.114796107	0.555581918	0.199985288	0.19235495	0.637961185	0.498082761	0.217001604	0.196323751	1.043242763	0.268332209	0.955935245	0.96316573	0.233448978	0.292124356	0.932660606	0.169575983	0.900457696	0.830009301	0.19189301
tr|A0A096YQ62|A0A096YQ62_BURTA	GTPase HflX OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hflX PE=3 SV=1	0.105198865	0.512401285	0.062693572	1.038114404	0.546596734	0.101708192	0.111725455	0.468959328	0.504738717	0.173176145	1.998948379	0.26142542	0.055611679	0.277125756	0.366634188	0.135193516	0.209169489	0.047407415	0.070156662	0.344612116
tr|A0A096YQ63|A0A096YQ63_BURTA	Tol-Pal system protein TolB OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=tolB PE=3 SV=1	1.409507242	1.091949779	1.210580203	1.111554984	1.028604313	1.110592258	1.14040419	0.967713597	0.884292003	1.05465539	1.060460149	1.449823682	0.903247792	1.170831766	1.149585569	0.854188615	1.143054017	0.835543991	1.084183994	1.361046133
tr|A0A096YQ66|A0A096YQ66_BURTA	AAA domain family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_3369 PE=4 SV=1	0.928083493	0.59424529	1.018016581	0.946564889	0.568983561	0.798709993	0.958745329	0.417033842	0.981303322	0.943692298	1.962838689	0.906215693	1.31900217	0.833944076	0.828768901	1.167710118	0.552162346	1.117608817	0.992505167	0.484845407
tr|A0A096YQ67|A0A096YQ67_BURTA	Ribosome-recycling factor OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=frr PE=3 SV=1	1.212266275	1.204922053	1.195376856	1.009927897	0.762350167	0.822870559	0.782728939	0.906163554	0.666624807	0.648694962	0.566854323	0.602126147	0.619165836	0.656773246	0.56759803	0.610363149	0.574062638	0.645951328	0.560640668	0.463841395
tr|A0A096YQ68|A0A096YQ68_BURTA	NADH-quinone oxidoreductase subunit B OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=nuoB PE=3 SV=1	1.241358021	1.081598426	0.803293265	1.05843737	1.310298138	1.084625762	0.796499071	1.316608481	1.043455866	1.030278145	0.97038382	0.685982123	0.739727084	0.887157559	0.834156425	0.675836934	0.773435886	0.631825385	0.665578755	0.711128622
tr|A0A096YQ71|A0A096YQ71_BURTA	50S ribosomal protein L9 OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rplI PE=3 SV=1	1.487204074	1.474760366	1.483127646	1.421605525	1.014061263	1.104617925	1.051586918	1.09269295	0.662969478	0.67226854	0.848319349	0.575392096	0.506775392	0.444227877	0.420768391	0.486076383	0.327731509	0.451731387	0.42693642	0.324092662
tr|A0A096YQ79|A0A096YQ79_BURTA	7-cyano-7-deazaguanine synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=queC PE=3 SV=1	1.928526575	1.780246334	2.250692147	2.229002612	1.350754136	1.685002158	1.578455084	1.362077175	0.947094259	1.060721557	0.951296799	0.963246722	0.92173865	0.787393907	0.853305367	0.857969657	0.82352099	0.823332121	0.923050576	0.938430289
tr|A0A096YQ92|A0A096YQ92_BURTA	Transcription antitermination protein NusB OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=nusB PE=3 SV=1	0	1.09572992	0.646943538	1.182938577	1.134159581	1.207615054	0.40858935	1.315218046	1.056577278	0.674978607	0.833436887	0.38416125	1.629599069	0.886381393	0.643808549	0.97226167	0.775219278	1.1521916	0.392227931	0.794450735
